var,value,n,prop,mean,SD,median,MIN,Q1,Q3,MAX,KSTest_pvalue,SWTest_pvalue
Group,HC,33,0.417721518987342,,,,,,,,,
Group,PD,46,0.582278481012658,,,,,,,,,
