group_var,var,Model,coef,coef_pvalue,AUC,AUC_CI_LB,AUC_CI_UB,pvalue_vs_ref,AIC,Accuracy,LOOCV_Accuracy_mean,LOOCV_Accuracy_sd,LOOCV_Accuracy_mean_se,LOOCV_AUC_mean,LOOCV_AUC_sd,LOOCV_AUC_mean_se,prob_threshold,delta_AIC
Group,,Group ~ 1,,,0.5,0.5,0.5,,109.368253156005,0.582278481012658,0.582278481012658,0.00636327124419066,0.0561988899562724,0.5,0,0,-Inf,0
Group,NTF3,Group ~ NTF3,-1.02437538032309,0.0405079306236272,0.650856389986825,0.52716796723924,0.77454481273441,0.0168269618730395,106.554589397497,0.620253164556962,0.64930217461863,0.0249781150255149,0.220600738796978,0.650856389986825,0.00724322091834435,0.0639703950528009,0.601739654422182,-2.81366375850844
Group,IL10,Group ~ IL10,0.764500744244177,0.0506480100405099,0.60737812911726,0.480736188965371,0.734020069269149,0.0965470388231398,106.724015796077,0.569620253164557,0.58244076598507,0.0283484750375024,0.250366952456285,0.60737812911726,0.00741586161413003,0.0654951163937765,0.597287541970504,-2.6442373599281
Group,IL17C,Group ~ IL17C,0.655549961104988,0.0125412669764261,0.684453227931489,0.559880648695841,0.809025807167137,0.00370673981954655,103.310600740593,0.721518987341772,0.721681272314184,0.00586141514084555,0.0517666168622213,0.684453227931489,0.00730066562165646,0.0644777329354906,0.433535165710333,-6.05765241541162
Group,uPA,Group ~ uPA,-1.70072151086927,0.00669125668583407,0.698616600790514,0.579044128955208,0.81818907262582,0.00113148892636761,102.157837442315,0.708860759493671,0.708860759493671,0.00586141514084555,0.0517666168622213,0.698616600790514,0.00700222480136817,0.0618419749779537,0.581977382835258,-7.21041571369025
