group_var,var,Model,AUC,AUC_CI_LB,AUC_CI_UB,pvalue_vs_ref,AIC,Accuracy,LOOCV_Accuracy_mean,LOOCV_Accuracy_sd,LOOCV_Accuracy_mean_se,LOOCV_AUC_mean,LOOCV_AUC_sd,LOOCV_AUC_mean_se,prob_threshold,delta_AIC
Group,NA,Group ~ 1,0.5,0.5,0.5,,109.368253156005,0.582278481012658,0.582278481012658,0.00636327124419066,0.0561988899562724,0.5,0,0,-Inf,0
Group,"NTF3, IL10",Group ~ NTF3+IL10,0.717391304347826,0.602283554145126,0.832499054550527,0.000214271489407319,102.932427684957,0.683544303797468,0.679324894514768,0.0127370178728928,0.112490296003533,0.719127861350619,0.00726435201419864,0.0641570198382294,0.555737165461493,-6.43582547104822
Group,"NTF3, IL17C",Group ~ NTF3+IL17C,0.743083003952569,0.628494380289713,0.857671627615425,3.2135962773232e-05,100.607935354823,0.721518987341772,0.720707562479714,0.00638419623076867,0.0563836944338605,0.742108024150883,0.00660240974444771,0.0583109040044749,0.579365402198549,-8.76031780118237
Group,"NTF3, uPA",Group ~ NTF3+uPA,0.710803689064559,0.594923377699118,0.82668400043,0.000363206326838532,102.279958971173,0.708860759493671,0.708698474521259,0.00613708161241761,0.0542012372180101,0.711805294969508,0.00686728065200902,0.0606501805205036,0.53249777946642,-7.0882941848319
Group,"IL10, IL17C",Group ~ IL10+IL17C,0.715415019762846,0.598311631218394,0.832518408307298,0.000311660978008772,102.181169239105,0.69620253164557,0.683544303797468,0.0179609594534384,0.158626898822578,0.713473433657804,0.00753908204502662,0.066583369773301,0.511844429451143,-7.18708391689978
Group,"IL10, uPA",Group ~ IL10+uPA,0.715415019762846,0.599515348725645,0.831314690800047,0.000269630882141259,100.594293578041,0.69620253164557,0.696851671535216,0.0076917528518791,0.0679317218306914,0.714868049648938,0.00782513984240906,0.0691097638337312,0.559068944216454,-8.77395957796375
Group,"IL17C, uPA",Group ~ IL17C+uPA,0.779973649538867,0.669098498249541,0.890848800828193,7.45365089008116e-07,96.1551944120514,0.784810126582278,0.78805582603051,0.00866991909324754,0.0765706521619722,0.778346851379323,0.00672518920552635,0.0593952628440181,0.586611274872693,-13.2130587439535
