Model,Threshold,Sensitivity,Specificity,PositivePredictiveValue,NegativePredictiveValue
Group ~ IL17C + age,0.722797930591788,0.173913043478261,0.848484848484848,0.615384615384615,0.424242424242424
Group ~ IL17C + age,0.727482674075637,0.173913043478261,0.878787878787879,0.666666666666667,0.432835820895522
Group ~ IL17C + age,0.73244436908382,0.152173913043478,0.878787878787879,0.636363636363636,0.426470588235294
Group ~ IL17C + age,0.74541130831964,0.152173913043478,0.909090909090909,0.7,0.434782608695652
Group ~ IL17C + age,0.761535817432376,0.130434782608696,0.909090909090909,0.666666666666667,0.428571428571429
Group ~ IL17C + age,0.76667720996995,0.108695652173913,0.909090909090909,0.625,0.422535211267606
Group ~ IL17C + age,0.781591561248166,0.108695652173913,0.939393939393939,0.714285714285714,0.430555555555556
Group ~ IL17C + age,0.81613131684906,0.108695652173913,0.96969696969697,0.833333333333333,0.438356164383562
Group ~ IL17C + age,0.842823551960469,0.0869565217391304,0.96969696969697,0.8,0.432432432432432
Group ~ IL17C + age,0.87292119014578,0.0652173913043478,0.96969696969697,0.75,0.426666666666667
Group ~ IL17C + age,0.901971280503365,0.0434782608695652,0.96969696969697,0.666666666666667,0.421052631578947
Group ~ IL17C + age,0.92885316617967,0.0434782608695652,1,1,0.428571428571429
Group ~ IL17C + age,0.957447080731056,0.0217391304347826,1,1,0.423076923076923
Group ~ IL17C + age,Inf,0,1,,0.417721518987342
Group ~ uPA + age,-Inf,1,0,0.582278481012658,
Group ~ uPA + age,0.108992229362833,1,0.0303030303030303,0.58974358974359,1
Group ~ uPA + age,0.197544926684156,1,0.0606060606060606,0.597402597402597,1
Group ~ uPA + age,0.239752279981574,1,0.0909090909090909,0.605263157894737,1
Group ~ uPA + age,0.270788539778272,1,0.121212121212121,0.613333333333333,1
Group ~ uPA + age,0.285424490803314,0.978260869565217,0.121212121212121,0.608108108108108,0.8
Group ~ uPA + age,0.298665249361518,0.956521739130435,0.121212121212121,0.602739726027397,0.666666666666667
Group ~ uPA + age,0.32588055211707,0.934782608695652,0.121212121212121,0.597222222222222,0.571428571428571
