group_var,var,adj_var,Model,coef,coef_pvalue,AUC,AUC_CI_LB,AUC_CI_UB,pvalue_vs_ref,AIC,Accuracy,LOOCV_Accuracy_mean,LOOCV_Accuracy_sd,LOOCV_Accuracy_mean_se,LOOCV_AUC_mean,LOOCV_AUC_sd,LOOCV_AUC_mean_se,prob_threshold,delta_AIC
Group,,Age,Group ~ 1 + age,,,0.518774703557312,0.387234025610029,0.650315381504595,,111.361208632428,0.582278481012658,0.587958455047063,0.011004554782511,0.0971895962795414,0.51473885108654,0.0140057262906313,0.123695225358097,0.584954916991883,0
Group,NTF3,Age,Group ~ NTF3 + age,-1.02685361884645,0.040512447726521,0.646903820816864,0.522409161984955,0.771398479648774,0.157013920424392,108.5380777321,0.670886075949367,0.664070107108082,0.0174655241530635,0.15425133272493,0.647348502220888,0.0076389419587452,0.0674653086513957,0.514638302690957,-2.82313090032804
Group,IL10,Age,Group ~ IL10 + age,0.818592093874918,0.0425819845197756,0.617918313570488,0.491013848627608,0.744822778513367,0.306355225415874,108.416239935896,0.607594936708861,0.616196040246673,0.0208694520417599,0.184314009844121,0.616857942616404,0.00725389858470082,0.0640646976486717,0.564082247518965,-2.94496869653158
Group,IL17C,Age,Group ~ IL17C + age,0.655846303887433,0.0126349385218792,0.684453227931489,0.559630316986371,0.809276138876607,0.0758609539333008,105.309929634934,0.721518987341772,0.721843557286595,0.00830215438156395,0.0733226421733088,0.684340758993346,0.00736752239593307,0.0650681959781957,0.432626430472958,-6.0512789974938
Group,uPA,Age,Group ~ uPA + age,-1.80834552744965,0.00566940201664062,0.700922266139657,0.580704597745556,0.821139934533759,0.0454438101873836,103.603113244184,0.708860759493671,0.711619604024667,0.00915186013588447,0.0808270402022103,0.70043398579447,0.00733314706922328,0.0647646013129929,0.610327858825183,-7.75809538824386
