Model,Threshold,Sensitivity,Specificity,PositivePredictiveValue,NegativePredictiveValue
Group ~ NTF3+IL17C + age,0.697452328214634,0.391304347826087,0.848484848484848,0.782608695652174,0.5
Group ~ NTF3+IL17C + age,0.712251860189143,0.369565217391304,0.848484848484848,0.772727272727273,0.491228070175439
Group ~ NTF3+IL17C + age,0.718590434532396,0.347826086956522,0.848484848484848,0.761904761904762,0.482758620689655
Group ~ NTF3+IL17C + age,0.720983218381476,0.326086956521739,0.848484848484848,0.75,0.474576271186441
Group ~ NTF3+IL17C + age,0.723562092214371,0.326086956521739,0.878787878787879,0.789473684210526,0.483333333333333
Group ~ NTF3+IL17C + age,0.725202262284386,0.304347826086957,0.878787878787879,0.777777777777778,0.475409836065574
Group ~ NTF3+IL17C + age,0.743400083738985,0.282608695652174,0.878787878787879,0.764705882352941,0.467741935483871
Group ~ NTF3+IL17C + age,0.760439165895392,0.260869565217391,0.878787878787879,0.75,0.46031746031746
Group ~ NTF3+IL17C + age,0.767029521378699,0.260869565217391,0.909090909090909,0.8,0.46875
Group ~ NTF3+IL17C + age,0.775772347315643,0.239130434782609,0.909090909090909,0.785714285714286,0.461538461538462
Group ~ NTF3+IL17C + age,0.778583506561436,0.217391304347826,0.909090909090909,0.769230769230769,0.454545454545455
Group ~ NTF3+IL17C + age,0.790884281325181,0.195652173913043,0.909090909090909,0.75,0.447761194029851
Group ~ NTF3+IL17C + age,0.807352990824839,0.173913043478261,0.909090909090909,0.727272727272727,0.441176470588235
Group ~ NTF3+IL17C + age,0.821582302924334,0.152173913043478,0.909090909090909,0.7,0.434782608695652
Group ~ NTF3+IL17C + age,0.836763704874396,0.152173913043478,0.939393939393939,0.777777777777778,0.442857142857143
Group ~ NTF3+IL17C + age,0.851487743218532,0.152173913043478,0.96969696969697,0.875,0.450704225352113
Group ~ NTF3+IL17C + age,0.869765420330044,0.130434782608696,0.96969696969697,0.857142857142857,0.444444444444444
Group ~ NTF3+IL17C + age,0.882218881548991,0.108695652173913,0.96969696969697,0.833333333333333,0.438356164383562
Group ~ NTF3+IL17C + age,0.885982007916431,0.0869565217391304,0.96969696969697,0.8,0.432432432432432
Group ~ NTF3+IL17C + age,0.892135133441007,0.0652173913043478,0.96969696969697,0.75,0.426666666666667
Group ~ NTF3+IL17C + age,0.898425444566644,0.0652173913043478,1,1,0.434210526315789
Group ~ NTF3+IL17C + age,0.921189888799077,0.0434782608695652,1,1,0.428571428571429
Group ~ NTF3+IL17C + age,0.949343151360025,0.0217391304347826,1,1,0.423076923076923
Group ~ NTF3+IL17C + age,Inf,0,1,,0.417721518987342
Group ~ NTF3+uPA + age,-Inf,1,0,0.582278481012658,
Group ~ NTF3+uPA + age,0.124675360961704,1,0.0303030303030303,0.58974358974359,1
Group ~ NTF3+uPA + age,0.222119459491792,1,0.0606060606060606,0.597402597402597,1
Group ~ NTF3+uPA + age,0.247718255906581,1,0.0909090909090909,0.605263157894737,1
Group ~ NTF3+uPA + age,0.271167450261108,0.978260869565217,0.0909090909090909,0.6,0.75
Group ~ NTF3+uPA + age,0.28230441898911,0.978260869565217,0.121212121212121,0.608108108108108,0.8
Group ~ NTF3+uPA + age,0.291161979781834,0.978260869565217,0.151515151515152,0.616438356164384,0.833333333333333
Group ~ NTF3+uPA + age,0.299026641542571,0.978260869565217,0.181818181818182,0.625,0.857142857142857
Group ~ NTF3+uPA + age,0.304628809761025,0.956521739130435,0.181818181818182,0.619718309859155,0.75
Group ~ NTF3+uPA + age,0.320874595689593,0.934782608695652,0.181818181818182,0.614285714285714,0.666666666666667
Group ~ NTF3+uPA + age,0.35502583822949,0.91304347826087,0.181818181818182,0.608695652173913,0.6
Group ~ NTF3+uPA + age,0.381496367182423,0.891304347826087,0.181818181818182,0.602941176470588,0.545454545454545
Group ~ NTF3+uPA + age,0.399198118224332,0.869565217391304,0.181818181818182,0.597014925373134,0.5
Group ~ NTF3+uPA + age,0.412202454771167,0.847826086956522,0.181818181818182,0.590909090909091,0.461538461538462
Group ~ NTF3+uPA + age,0.418584532869014,0.847826086956522,0.212121212121212,0.6,0.5
Group ~ NTF3+uPA + age,0.425857898501935,0.847826086956522,0.242424242424242,0.609375,0.533333333333333
Group ~ NTF3+uPA + age,0.435598424519032,0.847826086956522,0.272727272727273,0.619047619047619,0.5625
Group ~ NTF3+uPA + age,0.443184237094771,0.847826086956522,0.303030303030303,0.629032258064516,0.588235294117647
Group ~ NTF3+uPA + age,0.444839740332365,0.847826086956522,0.333333333333333,0.639344262295082,0.611111111111111
Group ~ NTF3+uPA + age,0.447283731647966,0.847826086956522,0.363636363636364,0.65,0.631578947368421
Group ~ NTF3+uPA + age,0.450265433609797,0.847826086956522,0.393939393939394,0.661016949152542,0.65
Group ~ NTF3+uPA + age,0.453314655654302,0.826086956521739,0.393939393939394,0.655172413793103,0.619047619047619
Group ~ NTF3+uPA + age,0.45789968229047,0.826086956521739,0.424242424242424,0.666666666666667,0.636363636363636
Group ~ NTF3+uPA + age,0.467771744973032,0.804347826086957,0.424242424242424,0.660714285714286,0.608695652173913
Group ~ NTF3+uPA + age,0.481448507838086,0.804347826086957,0.454545454545455,0.672727272727273,0.625
Group ~ NTF3+uPA + age,0.491918164489699,0.782608695652174,0.454545454545455,0.666666666666667,0.6
Group ~ NTF3+uPA + age,0.499935144846965,0.782608695652174,0.484848484848485,0.679245283018868,0.615384615384615
Group ~ NTF3+uPA + age,0.506937786597694,0.760869565217391,0.484848484848485,0.673076923076923,0.592592592592593
Group ~ NTF3+uPA + age,0.510180134159116,0.760869565217391,0.515151515151515,0.686274509803922,0.607142857142857
Group ~ NTF3+uPA + age,0.514973522116404,0.760869565217391,0.545454545454545,0.7,0.620689655172414
Group ~ NTF3+uPA + age,0.520757028818242,0.760869565217391,0.575757575757576,0.714285714285714,0.633333333333333
Group ~ NTF3+uPA + age,0.524524387112913,0.739130434782609,0.575757575757576,0.708333333333333,0.612903225806452
Group ~ NTF3+uPA + age,0.529103936895597,0.739130434782609,0.606060606060606,0.723404255319149,0.625
Group ~ NTF3+uPA + age,0.53370298388237,0.739130434782609,0.636363636363636,0.739130434782609,0.636363636363636
Group ~ NTF3+uPA + age,0.549344937664228,0.717391304347826,0.636363636363636,0.733333333333333,0.617647058823529
Group ~ NTF3+uPA + age,0.569472944550001,0.695652173913044,0.636363636363636,0.727272727272727,0.6
Group ~ NTF3+uPA + age,0.577925803406694,0.695652173913044,0.666666666666667,0.744186046511628,0.611111111111111
Group ~ NTF3+uPA + age,0.581250282600156,0.673913043478261,0.666666666666667,0.738095238095238,0.594594594594595
Group ~ NTF3+uPA + age,0.585454352649764,0.652173913043478,0.666666666666667,0.731707317073171,0.578947368421053
Group ~ NTF3+uPA + age,0.593594011440022,0.652173913043478,0.696969696969697,0.75,0.58974358974359
Group ~ NTF3+uPA + age,0.601537437828006,0.630434782608696,0.696969696969697,0.743589743589744,0.575
Group ~ NTF3+uPA + age,0.615148868276039,0.630434782608696,0.727272727272727,0.763157894736842,0.585365853658537
Group ~ NTF3+uPA + age,0.639764581394001,0.608695652173913,0.727272727272727,0.756756756756757,0.571428571428571
Group ~ NTF3+uPA + age,0.654369135041433,0.586956521739131,0.727272727272727,0.75,0.558139534883721
Group ~ NTF3+uPA + age,0.655914184982489,0.565217391304348,0.727272727272727,0.742857142857143,0.545454545454545
Group ~ NTF3+uPA + age,0.656303255317829,0.543478260869565,0.727272727272727,0.735294117647059,0.533333333333333
Group ~ NTF3+uPA + age,0.657237838025814,0.521739130434783,0.727272727272727,0.727272727272727,0.521739130434783
Group ~ NTF3+uPA + age,0.663879880332328,0.521739130434783,0.757575757575758,0.75,0.531914893617021
Group ~ NTF3+uPA + age,0.670512108113445,0.521739130434783,0.787878787878788,0.774193548387097,0.541666666666667
Group ~ NTF3+uPA + age,0.67417899897888,0.5,0.787878787878788,0.766666666666667,0.530612244897959
Group ~ NTF3+uPA + age,0.679096442260858,0.478260869565217,0.787878787878788,0.758620689655172,0.52
Group ~ NTF3+uPA + age,0.687343007185208,0.478260869565217,0.818181818181818,0.785714285714286,0.529411764705882
Group ~ NTF3+uPA + age,0.698351440593186,0.456521739130435,0.818181818181818,0.777777777777778,0.519230769230769
Group ~ NTF3+uPA + age,0.703606069377104,0.434782608695652,0.818181818181818,0.769230769230769,0.509433962264151
Group ~ NTF3+uPA + age,0.706433060122721,0.41304347826087,0.818181818181818,0.76,0.5
Group ~ NTF3+uPA + age,0.712688856293301,0.391304347826087,0.818181818181818,0.75,0.490909090909091
Group ~ NTF3+uPA + age,0.718309135913806,0.369565217391304,0.818181818181818,0.739130434782609,0.482142857142857
Group ~ NTF3+uPA + age,0.721081964542785,0.347826086956522,0.818181818181818,0.727272727272727,0.473684210526316
Group ~ NTF3+uPA + age,0.722152499413311,0.326086956521739,0.818181818181818,0.714285714285714,0.46551724137931
Group ~ NTF3+uPA + age,0.724865840515228,0.304347826086957,0.818181818181818,0.7,0.457627118644068
Group ~ NTF3+uPA + age,0.729404654403997,0.304347826086957,0.848484848484848,0.736842105263158,0.466666666666667
Group ~ NTF3+uPA + age,0.731581410835707,0.304347826086957,0.878787878787879,0.777777777777778,0.475409836065574
Group ~ NTF3+uPA + age,0.735862753993053,0.304347826086957,0.909090909090909,0.823529411764706,0.483870967741936
Group ~ NTF3+uPA + age,0.740153251575656,0.282608695652174,0.909090909090909,0.8125,0.476190476190476
Group ~ NTF3+uPA + age,0.742448050827083,0.282608695652174,0.939393939393939,0.866666666666667,0.484375
Group ~ NTF3+uPA + age,0.748442306268362,0.282608695652174,0.96969696969697,0.928571428571429,0.492307692307692
Group ~ NTF3+uPA + age,0.757168983770105,0.260869565217391,0.96969696969697,0.923076923076923,0.484848484848485
Group ~ NTF3+uPA + age,0.766900532448316,0.239130434782609,0.96969696969697,0.916666666666667,0.477611940298507
Group ~ NTF3+uPA + age,0.775294530578167,0.217391304347826,0.96969696969697,0.909090909090909,0.470588235294118
Group ~ NTF3+uPA + age,0.779252872277867,0.217391304347826,1,1,0.478260869565217
Group ~ NTF3+uPA + age,0.783103859986522,0.195652173913043,1,1,0.471428571428571
Group ~ NTF3+uPA + age,0.800768239759658,0.173913043478261,1,1,0.464788732394366
Group ~ NTF3+uPA + age,0.817976013641,0.152173913043478,1,1,0.458333333333333
